"anio" "lag1" "lag2" "lag3" "lag4" "lag5" "volumen" "direc"
2002 -3.43 -2.308 -2.957 0.979 0.425 1.4255 "Down"
2002 2.992 -3.43 -2.308 -2.957 0.979 1.5141 "Up"
2002 2.001 2.992 -3.43 -2.308 -2.957 1.4904 "Up"
2002 3.272 2.001 2.992 -3.43 -2.308 1.6467 "Up"
2002 0.351 3.272 2.001 2.992 -3.43 1.2949 "Up"
2002 -0.533 0.351 3.272 2.001 2.992 1.0365 "Up"
2002 -2.168 -0.533 0.351 3.272 2.001 1.2977 "Up"
2002 4.005 -2.168 -0.533 0.351 3.272 1.5338 "Up"
2002 1.156 4.005 -2.168 -0.533 0.351 1.5051 "Down"
2002 -0.159 1.156 4.005 -2.168 -0.533 1.2653 "Down"
2002 2.361 -0.159 1.156 4.005 -2.168 1.2998 "Up"
2002 -1.396 2.361 -0.159 1.156 4.005 1.3085 "Up"
2002 1.273 -1.396 2.361 -0.159 1.156 1.3531 "Up"
2002 1.405 1.273 -1.396 2.361 -0.159 1.373 "Down"
2002 -2.269 1.405 1.273 -1.396 2.361 1.0715 "Up"
2002 0.754 -2.269 1.405 1.273 -1.396 1.0169 "Up"
2002 -1.385 0.754 -2.269 1.405 1.273 1.3077 "Up"
2002 -1.813 -1.385 0.754 -2.269 1.405 1.1466 "Up"
2002 -0.008 -1.813 -1.385 0.754 -2.269 1.2711 "Up"
2002 -0.188 -0.008 -1.813 -1.385 0.754 0.9299 "Down"
2002 -4.154 -0.188 -0.008 -1.813 -1.385 1.2898 "Up"
2002 1.752 -4.154 -0.188 -0.008 -1.813 1.3721 "Up"
2002 -1.595 1.752 -4.154 -0.188 -0.008 1.4013 "Down"
2002 1.68 -1.595 1.752 -4.154 -0.188 1.1845 "Down"
2002 1.011 1.68 -1.595 1.752 -4.154 1.1306 "Up"
2002 0.733 1.011 1.68 -1.595 1.752 1.1864 "Up"
2002 -0.014 0.733 1.011 1.68 -1.595 0.8466 "Up"
2002 -2.478 -0.014 0.733 1.011 1.68 1.1916 "Up"
2002 0.327 -2.478 -0.014 0.733 1.011 1.271 "Up"
2002 0.145 0.327 -2.478 -0.014 0.733 1.0014 "Down"
2002 -1.973 0.145 0.327 -2.478 -0.014 1.4486 "Down"
2002 -0.465 -1.973 0.145 0.327 -2.478 1.501 "Up"
2002 -3.006 -0.465 -1.973 0.145 0.327 1.524 "Down"
2002 0.245 -3.006 -0.465 -1.973 0.145 1.7928 "Down"
2002 -1.383 0.245 -3.006 -0.465 -1.973 1.3811 "Up"
2002 -1.728 -1.383 0.245 -3.006 -0.465 1.67024 "Down"
2002 2.486 -1.728 -1.383 0.245 -3.006 1.6515 "Up"
2002 1.821 2.486 -1.728 -1.383 0.245 1.65 "Down"
2002 -3.226 1.821 2.486 -1.728 -1.383 1.5073 "Up"
2002 -1.461 -3.226 1.821 2.486 -1.728 1.72187 "Up"
2002 4.002 -1.461 -3.226 1.821 2.486 1.7809 "Up"
2002 -2.359 4.002 -1.461 -3.226 1.821 1.6689 "Up"
2002 -1.082 -2.359 4.002 -1.461 -3.226 1.6745 "Up"
2002 -2.243 -1.082 -2.359 4.002 -1.461 1.83593 "Up"
2002 -1.911 -2.243 -1.082 -2.359 4.002 1.5765 "Up"
2002 1.69 -1.911 -2.243 -1.082 -2.359 1.93843 "Up"
2002 -2.729 1.69 -1.911 -2.243 -1.082 1.88503 "Up"
2002 3.497 -2.729 1.69 -1.911 -2.243 2.09023 "Up"
2002 3.906 3.497 -2.729 1.69 -1.911 1.85413 "Up"
2002 0.733 3.906 3.497 -2.729 1.69 1.2003 "Up"
2002 4.734 0.733 3.906 3.497 -2.729 1.956 "Up"
2002 -2.411 4.734 0.733 3.906 3.497 1.585 "Up"
2002 2.23 -2.411 4.734 0.733 3.906 1.78039 "Up"
2002 0.59 2.23 -2.411 4.734 0.733 1.4231 "Down"
2002 1.733 0.59 2.23 -2.411 4.734 1.447 "Up"
2002 -1.063 1.733 0.59 2.23 -2.411 1.5492 "Up"
2002 0.672 -1.063 1.733 0.59 2.23 1.5939 "Up"
2002 -1.522 0.672 -1.063 1.733 0.59 1.70057 "Down"
2002 1.717 -1.522 0.672 -1.063 1.733 1.3404 "Up"
2002 -0.827 1.717 -1.522 0.672 -1.063 1.3826 "Up"
2002 -0.908 -0.827 1.717 -1.522 0.672 1.5297 "Down"
2002 0.97 -0.908 -0.827 1.717 -1.522 1.4223 "Up"
2002 -0.556 0.97 -0.908 -0.827 1.717 1.6413 "Up"
2002 1.716 -0.556 0.97 -0.908 -0.827 1.4504 "Up"
2002 0.82 1.716 -0.556 0.97 -0.908 1.6459 "Up"
2002 0.775 0.82 1.716 -0.556 0.97 1.3541 "Up"
2002 0.914 0.775 0.82 1.716 -0.556 1.674 "Down"
2002 -2.285 0.914 0.775 0.82 1.716 1.4669 "Up"
2002 -0.876 -2.285 0.914 0.775 0.82 1.4465 "Up"
2002 -2.073 -0.876 -2.285 0.914 0.775 1.113 "Down"
2002 0.772 -2.073 -0.876 -2.285 0.914 1.3771 "Up"
2002 -0.048 0.772 -2.073 -0.876 -2.285 1.4634 "Up"
2002 2.463 -0.048 0.772 -2.073 -0.876 1.519 "Up"
2002 0.615 2.463 -0.048 0.772 -2.073 1.4001 "Up"
2002 -1.041 0.615 2.463 -0.048 0.772 1.2826 "Down"
2002 -0.402 -1.041 0.615 2.463 -0.048 1.3374 "Down"
2002 1.941 -0.402 -1.041 0.615 2.463 1.5173 "Up"
2002 2.145 1.941 -0.402 -1.041 0.615 2.4151 "Up"
2002 -0.344 2.145 1.941 -0.402 -1.041 1.6268 "Up"
2002 0.249 -0.344 2.145 1.941 -0.402 1.574 "Down"
2002 -2.097 0.249 -0.344 2.145 1.941 1.5436 "Up"
2002 2.799 -2.097 0.249 -0.344 2.145 1.3503 "Up"
2002 -0.273 2.799 -2.097 0.249 -0.344 0.64346 "Down"
2002 -0.19 -0.273 2.799 -2.097 0.249 1.612 "Down"
2002 -1.475 -0.19 -0.273 2.799 -2.097 1.4884 "Up"
2002 -0.344 -1.475 -0.19 -0.273 2.799 1.5889 "Up"
2002 -1.202 -0.344 -1.475 -0.19 -0.273 1.2502 "Down"
2002 0.627 -1.202 -0.344 -1.475 -0.19 1.2411 "Down"
2002 -2.218 0.627 -1.202 -0.344 -1.475 1.3208 "Up"
2002 1.396 -2.218 0.627 -1.202 -0.344 1.2866 "Down"
2002 0.056 1.396 -2.218 0.627 -1.202 1.2851 "Up"
2002 -0.373 0.056 1.396 -2.218 0.627 1.2553 "Down"
2002 -1.342 -0.373 0.056 1.396 -2.218 1.3308 "Up"
2002 2.352 -1.342 -0.373 0.056 1.396 1.2716 "Up"
2002 -0.814 2.352 -1.342 -0.373 0.056 1.2518 "Down"
2002 -1.315 -0.814 2.352 -1.342 -0.373 1.4462 "Down"
2002 -0.771 -1.315 -0.814 2.352 -1.342 1.3859 "Up"
2002 1.302 -0.771 -1.315 -0.814 2.352 1.78273 "Up"
2002 0.181 1.302 -0.771 -1.315 -0.814 1.1121 "Down"
2002 -0.547 0.181 1.302 -0.771 -1.315 0.45831 "Up"
2002 -0.315 -0.547 0.181 1.302 -0.771 0.7211 "Down"
2002 -1.603 -0.315 -0.547 0.181 1.302 0.7584 "Up"
2002 0.456 -1.603 -0.315 -0.547 0.181 1.0578 "Down"
2003 0.049 0.456 -1.603 -0.315 -0.547 1.0885 "Down"
2003 3.32 0.049 0.456 -1.603 -0.315 1.2292 "Down"
2003 -0.048 3.32 0.049 0.456 -1.603 1.1308 "Up"
2003 2.247 -0.048 3.32 0.049 0.456 1.4359 "Down"
2003 -0.654 2.247 -0.048 3.32 0.049 1.5452 "Down"
2003 -1.409 -0.654 2.247 -0.048 3.32 1.4676 "Up"
2003 1.939 -1.409 -0.654 2.247 -0.048 1.5603 "Down"
2003 0 1.939 -1.409 -0.654 2.247 1.4854 "Up"
2003 -0.141 0 1.939 -1.409 -0.654 1.3963 "Down"
2003 0.583 -0.141 0 1.939 -1.409 1.3794 "Up"
2003 -1.443 0.583 -0.141 0 1.939 1.4321 "Up"
2003 -0.394 -1.443 0.583 -0.141 0 1.5346 "Down"
2003 -1.402 -0.394 -1.443 0.583 -0.141 1.3582 "Down"
2003 -1.57 -1.402 -0.394 -1.443 0.583 1.3352 "Down"
2003 -1.043 -1.57 -1.402 -0.394 -1.443 1.5608 "Up"
2003 1.022 -1.043 -1.57 -1.402 -0.394 1.74455 "Down"
2003 -2.923 1.022 -1.043 -1.57 -1.402 1.5748 "Up"
2003 -1.616 -2.923 1.022 -1.043 -1.57 1.4359 "Up"
2003 1.305 -1.616 -2.923 1.022 -1.043 1.4591 "Up"
2003 0.678 1.305 -1.616 -2.923 1.022 1.5954 "Up"
2003 -2.285 0.678 1.305 -1.616 -2.923 1.5103 "Up"
2003 1.313 -2.285 0.678 1.305 -1.616 1.57853 "Up"
2003 0.54 1.313 -2.285 0.678 1.305 1.2585 "Up"
2003 -1.409 0.54 1.313 -2.285 0.678 1.4516 "Down"
2003 -0.544 -1.409 0.54 1.313 -2.285 1.4508 "Up"
2003 -0.645 -0.544 -1.409 0.54 1.313 1.4309 "Up"
2003 -1.009 -0.645 -0.544 -1.409 0.54 1.2768 "Down"
2003 0.757 -1.009 -0.645 -0.544 -1.409 1.2382 "Up"
2003 -0.81 0.757 -1.009 -0.645 -0.544 1.307 "Down"
2003 -1.269 -0.81 0.757 -1.009 -0.645 1.2605 "Down"
2003 -0.16 -1.269 -0.81 0.757 -1.009 1.4893 "Up"
2003 2.143 -0.16 -1.269 -0.81 0.757 1.4046 "Down"
2003 1.95 2.143 -0.16 -1.269 -0.81 1.2508 "Down"
2003 -0.71 1.95 2.143 -0.16 -1.269 1.0756 "Up"
2003 -0.95 -0.71 1.95 2.143 -0.16 1.1941 "Down"
2003 1.322 -0.95 -0.71 1.95 2.143 1.3982 "Up"
2003 -1.838 1.322 -0.95 -0.71 1.95 1.2292 "Up"
2003 0.719 -1.838 1.322 -0.95 -0.71 1.4837 "Down"
2003 -1.314 0.719 -1.838 1.322 -0.95 1.3744 "Up"
2003 1.176 -1.314 0.719 -1.838 1.322 1.2878 "Up"
2003 0.462 1.176 -1.314 0.719 -1.838 1.3733 "Up"
2003 -0.754 0.462 1.176 -1.314 0.719 1.2089 "Down"
2003 -1.536 -0.754 0.462 1.176 -1.314 1.2566 "Up"
2003 0.956 -1.536 -0.754 0.462 1.176 1.3327 "Up"
2003 -0.934 0.956 -1.536 -0.754 0.462 1.2992 "Down"
2003 0.826 -0.934 0.956 -1.536 -0.754 1.3685 "Down"
2003 -2.583 0.826 -0.934 0.956 -1.536 1.255 "Up"
2003 -0.836 -2.583 0.826 -0.934 0.956 1.4277 "Up"
2003 0.432 -0.836 -2.583 0.826 -0.934 1.62 "Up"
2003 3.446 0.432 -0.836 -2.583 0.826 1.8163 "Up"
2003 0.165 3.446 0.432 -0.836 -2.583 1.5419 "Up"
2003 3.543 0.165 3.446 0.432 -0.836 1.70042 "Up"
2003 0.424 3.543 0.165 3.446 0.432 1.5551 "Down"
2003 0.874 0.424 3.543 0.165 3.446 1.4734 "Up"
2003 0.189 0.874 0.424 3.543 0.165 1.4391 "Down"
2003 2.298 0.189 0.874 0.424 3.543 1.88371 "Up"
2003 -3.523 2.298 0.189 0.874 0.424 1.293 "Down"
2003 1.216 -3.523 2.298 0.189 0.874 1.3334 "Up"
2003 -0.548 1.216 -3.523 2.298 0.189 1.3197 "Down"
2003 -0.164 -0.548 1.216 -3.523 2.298 1.2329 "Up"
2003 -0.578 -0.164 -0.548 1.216 -3.523 1.227 "Up"
2003 -1.774 -0.578 -0.164 -0.548 1.216 1.4955 "Up"
2003 1.214 -1.774 -0.578 -0.164 -0.548 1.4616 "Down"
2003 2.612 1.214 -1.774 -0.578 -0.164 1.5898 "Down"
2003 -0.505 2.612 1.214 -1.774 -0.578 1.3395 "Down"
2003 0.274 -0.505 2.612 1.214 -1.774 1.2412 "Up"
2003 0.123 0.274 -0.505 2.612 1.214 1.494 "Up"
2003 -0.186 0.123 0.274 -0.505 2.612 1.2354 "Up"
2003 -1.4 -0.186 0.123 0.274 -0.505 1.2937 "Down"
2003 0.646 -1.4 -0.186 0.123 0.274 1.2753 "Down"
2003 -0.376 0.646 -1.4 -0.186 0.123 1.1416 "Down"
2003 1.95 -0.376 0.646 -1.4 -0.186 1.131 "Down"
2003 0.63 1.95 -0.376 0.646 -1.4 1.4602 "Up"
2003 -1.224 0.63 1.95 -0.376 0.646 1.5876 "Down"
2003 1.554 -1.224 0.63 1.95 -0.376 1.4306 "Down"
2003 -0.176 1.554 -1.224 0.63 1.95 1.1187 "Up"
2003 2.17 -0.176 1.554 -1.224 0.63 1.6312 "Down"
2003 0.839 2.17 -0.176 1.554 -1.224 1.6672 "Up"
2003 -0.826 0.839 2.17 -0.176 1.554 1.6481 "Up"
2003 -1.385 -0.826 0.839 2.17 -0.176 1.3358 "Down"
2003 1.783 -1.385 -0.826 0.839 2.17 1.273 "Up"
2003 0.328 1.783 -1.385 -0.826 0.839 1.5256 "Up"
2003 -0.1 0.328 1.783 -1.385 -0.826 1.78851 "Up"
2003 -0.068 -0.1 0.328 1.783 -1.385 1.3975 "Up"
2003 1.504 -0.068 -0.1 0.328 1.783 1.5543 "Up"
2003 -0.38 1.504 -0.068 -0.1 0.328 1.4463 "Down"
2003 0.846 -0.38 1.504 -0.068 -0.1 1.6496 "Down"
2003 -0.51 0.846 -0.38 1.504 -0.068 1.5319 "Down"
2003 -1.006 -0.51 0.846 -0.38 1.504 1.3796 "Up"
2003 1.428 -1.006 -0.51 0.846 -0.38 1.3261 "Down"
2003 1.253 1.428 -1.006 -0.51 0.846 1.3788 "Up"
2003 -0.297 1.253 1.428 -1.006 -0.51 1.4181 "Down"
2003 -0.32 -0.297 1.253 1.428 -1.006 1.4018 "Up"
2003 0.787 -0.32 -0.297 1.253 1.428 1.5087 "Up"
2003 -0.25 0.787 -0.32 -0.297 1.253 1.5055 "Up"
2003 -2.492 -0.25 0.787 -0.32 -0.297 1.3757 "Down"
2003 -0.113 -2.492 -0.25 0.787 -0.32 1.5053 "Down"
2003 0.401 -0.113 -2.492 -0.25 0.787 1.4578 "Up"
2003 0.915 0.401 -0.113 -2.492 -0.25 1.4485 "Down"
2003 0.145 0.915 0.401 -0.113 -2.492 1.201 "Up"
2003 1.957 0.145 0.915 0.401 -0.113 1.532 "Down"
2003 0.183 1.957 0.145 0.915 0.401 1.559 "Down"
2003 -0.376 0.183 1.957 0.145 0.915 1.6858 "Up"
2003 1.469 -0.376 0.183 1.957 0.145 1.6888 "Down"
2003 0.354 1.469 -0.376 0.183 1.957 1.6625 "Up"
2003 0.472 0.354 1.469 -0.376 0.183 1.4502 "Down"
2003 1.511 0.472 0.354 1.469 -0.376 1.6187 "Down"
2003 0.395 1.511 0.472 0.354 1.469 1.6931 "Up"
2003 -0.24 0.395 1.511 0.472 0.354 1.8372 "Down"
2003 -1.198 -0.24 0.395 1.511 0.472 1.307 "Down"
2003 0.913 -1.198 -0.24 0.395 1.511 1.2754 "Up"
2003 1.283 0.913 -1.198 -0.24 0.395 1.52 "Down"
2003 0.103 1.283 0.913 -1.198 -0.24 1.5531 "Down"
2003 -0.991 0.103 1.283 0.913 -1.198 1.2716 "Up"
2003 2.238 -0.991 0.103 1.283 0.913 1.3459 "Up"
2003 0.091 2.238 -0.991 0.103 1.283 1.4797 "Up"
2003 -0.155 0.091 2.238 -0.991 0.103 1.4889 "Down"
2003 -1.524 -0.155 0.091 2.238 -0.991 1.5301 "Up"
2003 0.1 -1.524 -0.155 0.091 2.238 1.698 "Up"
2003 -1.411 0.1 -1.524 -0.155 0.091 1.3981 "Down"
2003 0.184 -1.411 0.1 -1.524 -0.155 1.3883 "Down"
2003 -0.827 0.184 -1.411 0.1 -1.524 1.4592 "Up"
2003 1.077 -0.827 0.184 -1.411 0.1 1.3874 "Down"
2003 -0.974 1.077 -0.827 0.184 -1.411 1.2678 "Up"
2003 -0.176 -0.974 1.077 -0.827 0.184 1.5872 "Down"
2003 0.802 -0.176 -0.974 1.077 -0.827 1.4602 "Up"
2003 1.164 0.802 -0.176 -0.974 1.077 1.5193 "Up"
2003 -0.81 1.164 0.802 -0.176 -0.974 0.7759 "Up"
2003 1.899 -0.81 1.164 0.802 -0.176 1.4291 "Down"
2003 0.34 1.899 -0.81 1.164 0.802 1.5657 "Up"
2003 -0.559 0.34 1.899 -0.81 1.164 1.618 "Up"
2003 -1.348 -0.559 0.34 1.899 -0.81 1.4657 "Up"
2003 0.955 -1.348 -0.559 0.34 1.899 1.2127 "Up"
2003 0.573 0.955 -1.348 -0.559 0.34 1.4489 "Down"
2003 -0.343 0.573 0.955 -1.348 -0.559 1.5186 "Down"
2003 -0.633 -0.343 0.573 0.955 -1.348 1.662 "Up"
2003 -1.243 -0.633 -0.343 0.573 0.955 1.6614 "Up"
2003 1.181 -1.243 -0.633 -0.343 0.573 1.3652 "Down"
2003 -1.462 1.181 -1.243 -0.633 -0.343 1.2542 "Down"
2003 0.951 -1.462 1.181 -1.243 -0.633 1.4397 "Down"
2003 0.051 0.951 -1.462 1.181 -1.243 1.3627 "Up"
2003 -0.709 0.051 0.951 -1.462 1.181 1.559 "Up"
2003 1.74 -0.709 0.051 0.951 -1.462 1.3975 "Up"
2003 -0.216 1.74 -0.709 0.051 0.951 1.3286 "Up"
2003 -0.727 -0.216 1.74 -0.709 0.051 1.5089 "Down"
2003 -0.181 -0.727 -0.216 1.74 -0.709 1.3919 "Down"
2003 0.286 -0.181 -0.727 -0.216 1.74 1.608 "Up"
2003 -1.026 0.286 -0.181 -0.727 -0.216 1.3906 "Down"
2003 0.272 -1.026 0.286 -0.181 -0.727 1.3187 "Down"
2003 -1.766 0.272 -1.026 0.286 -0.181 1.3517 "Down"
2003 0.168 -1.766 0.272 -1.026 0.286 1.491 "Down"
2003 0.728 0.168 -1.766 0.272 -1.026 1.3893 "Up"
2003 0.356 0.728 0.168 -1.766 0.272 1.0866 "Down"
2003 0.307 0.356 0.728 0.168 -1.766 1.0222 "Up"
2003 0.995 0.307 0.356 0.728 0.168 1.1323 "Down"
2003 -0.638 0.995 0.307 0.356 0.728 1.2088 "Down"
2003 0.659 -0.638 0.995 0.307 0.356 1.1868 "Down"
2003 0.016 0.659 -0.638 0.995 0.307 0.63637 "Down"
2003 0.916 0.016 0.659 -0.638 0.995 1.1276 "Up"
2003 0.261 0.916 0.016 0.659 -0.638 1.3006 "Down"
2003 -0.205 0.261 0.916 0.016 0.659 1.2108 "Down"
2003 0.297 -0.205 0.261 0.916 0.016 1.4071 "Down"
2003 -1.018 0.297 -0.205 0.261 0.916 1.3089 "Up"
2003 0.065 -1.018 0.297 -0.205 0.261 0.9717 "Down"
2003 0.304 0.065 -1.018 0.297 -0.205 1.1787 "Down"
2003 0.006 0.304 0.065 -1.018 0.297 1.0514 "Down"
2003 0.607 0.006 0.304 0.065 -1.018 1.1652 "Up"
2003 0.516 0.607 0.006 0.304 0.065 0.9451 "Down"
2003 1.387 0.516 0.607 0.006 0.304 1.4705 "Down"
2003 0.419 1.387 0.516 0.607 0.006 1.6756 "Down"
2003 0.166 0.419 1.387 0.516 0.607 1.4539 "Down"
2003 -0.64 0.166 0.419 1.387 0.516 1.4652 "Down"
2003 1.004 -0.64 0.166 0.419 1.387 1.2993 "Up"
2003 -0.821 1.004 -0.64 0.166 0.419 1.4148 "Down"
2003 -1.197 -0.821 1.004 -0.64 0.166 1.5821 "Down"
2003 0.544 -1.197 -0.821 1.004 -0.64 1.3359 "Down"
2003 0.217 0.544 -1.197 -0.821 1.004 1.2367 "Up"
2003 -0.375 0.217 0.544 -1.197 -0.821 1.1513 "Down"
2003 1.43 -0.375 0.217 0.544 -1.197 1.4032 "Up"
2003 -0.325 1.43 -0.375 0.217 0.544 1.33821 "Down"
2003 1.327 -0.325 1.43 -0.375 0.217 1.4988 "Down"
2003 -0.316 1.327 -0.325 1.43 -0.375 1.5186 "Down"
2003 -1.301 -0.316 1.327 -0.325 1.43 1.2788 "Up"
2003 0.607 -1.301 -0.316 1.327 -0.325 1.3017 "Down"
2003 -1.91 0.607 -1.301 -0.316 1.327 1.556 "Up"
2003 -0.605 -1.91 0.607 -1.301 -0.316 1.53 "Down"
2003 -0.64 -0.605 -1.91 0.607 -1.301 1.4725 "Up"
2003 0.976 -0.64 -0.605 -1.91 0.607 1.3665 "Down"
2003 -1.054 0.976 -0.64 -0.605 -1.91 1.5905 "Up"
2003 2.234 -1.054 0.976 -0.64 -0.605 1.5663 "Down"
2003 0.198 2.234 -1.054 0.976 -0.64 1.2693 "Down"
2003 0.942 0.198 2.234 -1.054 0.976 1.5705 "Up"
2003 0.437 0.942 0.198 2.234 -1.054 1.0258 "Up"
2003 0.474 0.437 0.942 0.198 2.234 1.2795 "Up"
2003 -0.526 0.474 0.437 0.942 0.198 1.2625 "Down"
2003 0.479 -0.526 0.474 0.437 0.942 1.5787 "Up"
2003 -0.065 0.479 -0.526 0.474 0.437 1.1081 "Down"
2003 0.702 -0.065 0.479 -0.526 0.474 1.0405 "Down"
2003 0.395 0.702 -0.065 0.479 -0.526 1.2719 "Down"
2003 -0.259 0.395 0.702 -0.065 0.479 1.5211 "Down"
2003 0.316 -0.259 0.395 0.702 -0.065 1.4177 "Down"
2003 -1.024 0.316 -0.259 0.395 0.702 1.352 "Down"
2003 0.516 -1.024 0.316 -0.259 0.395 1.1726 "Down"
2003 0.129 0.516 -1.024 0.316 -0.259 1.498 "Down"
2003 -1.498 0.129 0.516 -1.024 0.316 1.6472 "Down"
2003 0.331 -1.498 0.129 0.516 -1.024 1.6043 "Up"
2003 -0.47 0.331 -1.498 0.129 0.516 1.4203 "Down"
2003 0.216 -0.47 0.331 -1.498 0.129 1.3718 "Down"
2003 1.519 0.216 -0.47 0.331 -1.498 1.6292 "Up"
2003 0.126 1.519 0.216 -0.47 0.331 1.5626 "Down"
2003 -0.112 0.126 1.519 0.216 -0.47 1.6297 "Down"
2003 0.36 -0.112 0.126 1.519 0.216 1.4989 "Down"
2003 0.791 0.36 -0.112 0.126 1.519 1.3782 "Up"
2003 -0.545 0.791 0.36 -0.112 0.126 1.4176 "Down"
2003 -0.137 -0.545 0.791 0.36 -0.112 1.4018 "Down"
2003 0.593 -0.137 -0.545 0.791 0.36 1.4539 "Down"
2003 -0.457 0.593 -0.137 -0.545 0.791 1.4405 "Up"
2003 -0.579 -0.457 0.593 -0.137 -0.545 1.2436 "Down"
2003 -0.052 -0.579 -0.457 0.593 -0.137 1.1625 "Down"
2003 1.143 -0.052 -0.579 -0.457 0.593 1.3493 "Down"
2003 -0.011 1.143 -0.052 -0.579 -0.457 1.383 "Down"
2003 -0.762 -0.011 1.143 -0.052 -0.579 1.3561 "Down"
2003 -0.64 -0.762 -0.011 1.143 -0.052 1.3743 "Down"
2003 -0.908 -0.64 -0.762 -0.011 1.143 1.3543 "Up"
2003 0.802 -0.908 -0.64 -0.762 -0.011 1.3262 "Down"
2003 -0.843 0.802 -0.908 -0.64 -0.762 1.3267 "Down"
2003 0.158 -0.843 0.802 -0.908 -0.64 1.2738 "Down"
2003 1.623 0.158 -0.843 0.802 -0.908 1.3028 "Up"
2003 0.172 1.623 0.158 -0.843 0.802 1.3337 "Down"
2003 0.433 0.172 1.623 0.158 -0.843 1.0977 "Down"
2003 -0.024 0.433 0.172 1.623 0.158 0.48722 "Down"
2003 1.126 -0.024 0.433 0.172 1.623 1.375 "Up"
2003 -0.327 1.126 -0.024 0.433 0.172 1.3832 "Down"
2003 -0.177 -0.327 1.126 -0.024 0.433 1.4417 "Down"
2003 0.469 -0.177 -0.327 1.126 -0.024 1.4631 "Down"
2003 -0.768 0.469 -0.177 -0.327 1.126 1.2659 "Up"
2003 0.735 -0.768 0.469 -0.177 -0.327 1.2189 "Down"
2003 -0.853 0.735 -0.768 0.469 -0.177 1.4655 "Down"
2003 -0.107 -0.853 0.735 -0.768 0.469 1.444 "Down"
2003 1.148 -0.107 -0.853 0.735 -0.768 1.4411 "Down"
2003 0.274 1.148 -0.107 -0.853 0.735 1.2231 "Down"
2003 -0.568 0.274 1.148 -0.107 -0.853 1.5208 "Up"
2003 0.664 -0.568 0.274 1.148 -0.107 1.5479 "Down"
2003 0.126 0.664 -0.568 0.274 1.148 1.4417 "Up"
2003 1.18 0.126 0.664 -0.568 0.274 1.5799 "Down"
2003 -0.048 1.18 0.126 0.664 -0.568 1.6573 "Down"
2003 0.393 -0.048 1.18 0.126 0.664 1.2517 "Down"
2003 0.282 0.393 -0.048 1.18 0.126 1.1453 "Down"
2003 -0.181 0.282 0.393 -0.048 1.18 0.51806 "Up"
2003 0.169 -0.181 0.282 0.393 -0.048 0.35607 "Down"
2003 1.24 0.169 -0.181 0.282 0.393 1.0588 "Down"
2003 0.014 1.24 0.169 -0.181 0.282 1.0126 "Down"
2004 0.205 0.014 1.24 0.169 -0.181 1.0275 "Down"
2004 -0.309 0.205 0.014 1.24 0.169 1.1532 "Down"
2004 1.24 -0.309 0.205 0.014 1.24 1.5782 "Up"
2004 0.129 1.24 -0.309 0.205 0.014 1.4945 "Down"
2004 0.237 0.129 1.24 -0.309 0.205 1.7049 "Down"
2004 0.496 0.237 0.129 1.24 -0.309 1.8684 "Down"
2004 -0.889 0.496 0.237 0.129 1.24 1.7207 "Up"
2004 0.479 -0.889 0.496 0.237 0.129 1.5102 "Down"
2004 -0.533 0.479 -0.889 0.496 0.237 1.5959 "Down"
2004 0.829 -0.533 0.479 -0.889 0.496 1.5146 "Down"
2004 0.135 0.829 -0.533 0.479 -0.889 1.695 "Up"
2004 0.687 0.135 0.829 -0.533 0.479 1.7211 "Down"
2004 -0.093 0.687 0.135 0.829 -0.533 1.6982 "Down"
2004 0.777 -0.093 0.687 0.135 0.829 1.7576 "Up"
2004 -0.321 0.777 -0.093 0.687 0.135 1.6937 "Down"
2004 -0.209 -0.321 0.777 -0.093 0.687 1.5612 "Down"
2004 1.211 -0.209 -0.321 0.777 -0.093 1.4806 "Down"
2004 -0.98 1.211 -0.209 -0.321 0.777 1.6731 "Up"
2004 -1.361 -0.98 1.211 -0.209 -0.321 1.842 "Down"
2004 0.499 -1.361 -0.98 1.211 -0.209 1.9219 "Down"
2004 -0.263 0.499 -1.361 -0.98 1.211 1.635 "Up"
2004 0.365 -0.263 0.499 -1.361 -0.98 1.5992 "Up"
2004 0.068 0.365 -0.263 0.499 -1.361 1.4769 "Up"
2004 -0.837 0.068 0.365 -0.263 0.499 1.6348 "Down"
2004 0.184 -0.837 0.068 0.365 -0.263 1.5666 "Down"
2004 1.256 0.184 -0.837 0.068 0.365 1.4776 "Down"
2004 -0.258 1.256 0.184 -0.837 0.068 1.3035 "Down"
2004 0.503 -0.258 1.256 0.184 -0.837 1.4039 "Up"
2004 1.067 0.503 -0.258 1.256 0.184 1.6993 "Down"
2004 -0.488 1.067 0.503 -0.258 1.256 1.4643 "Up"
2004 -0.547 -0.488 1.067 0.503 -0.258 1.3292 "Down"
2004 0.976 -0.547 -0.488 1.067 0.503 1.3965 "Down"
2004 -0.447 0.976 -0.547 -0.488 1.067 1.3824 "Up"
2004 -0.413 -0.447 0.976 -0.547 -0.488 1.5628 "Down"
2004 -0.257 -0.413 -0.447 0.976 -0.547 1.4796 "Down"
2004 -0.273 -0.257 -0.413 -0.447 0.976 1.3804 "Up"
2004 -0.167 -0.273 -0.257 -0.413 -0.447 1.5436 "Down"
2004 0.402 -0.167 -0.273 -0.257 -0.413 1.3607 "Down"
2004 0.108 0.402 -0.167 -0.273 -0.257 1.3839 "Down"
2004 0.003 0.108 0.402 -0.167 -0.273 1.5404 "Down"
2004 0.963 0.003 0.108 0.402 -0.167 1.4971 "Down"
